cluster_id,label,tsne1,tsne2
BGC0000226,polyketide,-30.757936,-9.160739
BGC0000227,polyketide,-33.028107,-2.3220034
BGC0000229,polyketide,-32.931293,-7.420981
BGC0000230,polyketide,-29.155487,-14.741317
BGC0000231,polyketide,-35.51116,-20.340698
BGC0000232,polyketide,-26.774517,-13.147232
BGC0000233,polyketide,-32.720184,-4.409622
BGC0000234,polyketide,-33.223694,-15.80052
BGC0000235,polyketide,-32.114933,-14.436983
BGC0000236,polyketide,-31.853281,-10.942762
BGC0000237,polyketide,-29.64875,-17.127632
BGC0000238,polyketide,-30.591137,-5.65492
BGC0000239,polyketide,-34.23241,-8.721775
BGC0000240,polyketide,-28.828947,-6.922404
BGC0000241,polyketide,-28.854357,-6.9905806
BGC0000242,polyketide,-27.898956,-14.6577635
BGC0000243,polyketide,-1.7587897,-6.606717
BGC0000244,polyketide,-0.7151957,56.443947
BGC0000245,polyketide,-30.865623,-2.9143045
BGC0000247,polyketide,-34.04843,-5.1263237
BGC0000248,polyketide,-22.250114,-8.547465
BGC0000249,polyketide,-17.775726,-3.2828526
BGC0000252,polyketide,-4.478527,-4.4834557
BGC0000253,polyketide,-32.81524,-13.9041395
BGC0000254,polyketide,-24.666904,-13.342984
BGC0000255,polyketide,-7.486007,-9.965872
BGC0000256,polyketide,-30.156666,-11.416805
BGC0000257,polyketide,16.622555,-8.322634
BGC0000258,polyketide,14.292596,-9.080787
BGC0000259,polyketide,14.199586,-8.991121
BGC0000260,polyketide,14.7781725,-8.484974
BGC0000261,polyketide,-1.2621331,-2.6823816
BGC0000262,polyketide,-32.534958,-9.326847
BGC0000263,polyketide,-26.542992,-9.672968
BGC0000264,polyketide,-25.213654,-15.257991
BGC0000265,polyketide,-37.82414,-7.470649
BGC0000266,polyketide,-29.4661,-14.757902
BGC0000267,polyketide,-35.323196,-8.565358
BGC0000268,polyketide,-28.68482,-1.0972377
BGC0000269,polyketide,-29.982006,-5.1220274
BGC0000270,polyketide,-28.402477,-4.0748963
BGC0000271,polyketide,-30.763891,-19.297295
BGC0000272,polyketide,-34.89253,-17.285604
BGC0000273,polyketide,-22.236326,-1.7083338
BGC0000274,polyketide,-30.217928,1.2348782
BGC0000275,polyketide,-29.650873,-17.126476
BGC0000277,polyketide,-36.332138,-8.944596
BGC0000278,polyketide,-42.46067,-7.9537635
BGC0000279,polyketide,-28.206955,-13.256236
BGC0000280,polyketide,-7.8257113,-16.47501
BGC0000281,polyketide,-7.9348054,-16.526005
BGC0000282,polyketide,-4.7942533,-14.769515
BGC0000283,other,-38.818516,3.4407694
BGC0000284,polyketide,27.597252,-29.521267
BGC0000285,polyketide,-7.2859898,-14.993978
BGC0000286,polyketide,-10.336918,-9.217184
BGC0000287,nrp,28.036898,9.679868
BGC0000288,nrp,-32.144913,7.3758025
BGC0000289,nrp,12.278934,21.466118
BGC0000290,nrp,14.8270445,20.498032
BGC0000291,nrp,15.679395,23.951693
BGC0000292,nrp,-4.2724757,-26.02989
BGC0000293,nrp,1.0280964,-29.917387
BGC0000294,nrp,4.8055515,45.39377
BGC0000295,nrp,-0.7199335,62.860134
BGC0000296,nrp,12.104064,19.532753
BGC0000297,nrp,42.56759,14.957928
BGC0000298,nrp,44.356827,17.106504
BGC0000300,nrp,12.91568,42.36
BGC0000301,nrp,43.407784,24.11079
BGC0000302,nrp,43.767555,20.18963
BGC0000303,nrp,-18.833221,-3.1004465
BGC0000304,nrp,22.105951,-4.3377504
BGC0000305,nrp,36.38966,39.066906
BGC0000306,nrp,15.004614,34.216103
BGC0000307,nrp,37.972603,33.102142
BGC0000308,nrp,43.123146,36.248093
BGC0000309,nrp,9.75186,39.404385
BGC0000310,nrp,34.190575,38.107918
BGC0000311,nrp,15.524791,19.76163
BGC0000312,nrp,15.12857,13.254164
BGC0000313,nrp,5.5086856,27.917797
BGC0000314,nrp,35.302505,30.418613
BGC0000315,nrp,16.933586,24.431223
BGC0000316,nrp,12.767356,28.438824
BGC0000319,nrp,13.850951,16.67686
BGC0000320,nrp,31.921116,30.132208
BGC0000321,nrp,-1.4831107,-22.7788
BGC0000322,nrp,15.715899,35.284634
BGC0000323,nrp,31.691473,35.408
BGC0000324,nrp,45.925735,15.72786
BGC0000325,nrp,11.111089,45.19613
BGC0000326,nrp,16.165274,34.44975
BGC0000327,nrp,-28.071983,20.986761
BGC0000328,nrp,23.49329,8.729745
BGC0000329,nrp,2.2426276,26.296661
BGC0000330,nrp,17.361956,40.3538
BGC0000331,nrp,43.706764,19.893917
BGC0000332,nrp,45.165627,20.115067
BGC0000333,nrp,12.901395,24.947632
BGC0000334,nrp,23.485394,21.330544
BGC0000335,nrp,26.074787,32.487404
BGC0000336,nrp,20.23086,34.31379
BGC0000337,nrp,23.690506,19.715069
BGC0000339,nrp,13.321884,31.24708
BGC0000340,nrp,-20.20695,-6.807354
BGC0000341,nrp,16.050167,23.307371
BGC0000342,nrp,49.032898,40.597385
BGC0000343,nrp,29.394207,48.094177
BGC0000344,nrp,8.6873045,24.842587
BGC0000345,nrp,23.920614,6.257014
BGC0000346,nrp,17.088531,13.698404
BGC0000347,nrp,25.497032,2.7929
BGC0000348,nrp,20.442726,0.38412592
BGC0000349,nrp,13.000203,44.1575
BGC0000350,nrp,1.0561174,2.471277
BGC0000351,nrp,38.20442,37.43197
BGC0000352,nrp,5.1437697,44.085236
BGC0000353,nrp,34.516453,1.2045321
BGC0000354,nrp,16.661139,26.330551
BGC0000355,nrp,49.238174,38.478104
BGC0000356,nrp,1.735056,-33.31447
BGC0000357,nrp,48.37023,39.919823
BGC0000359,nrp,31.817587,46.637463
BGC0000360,nrp,11.054029,23.421186
BGC0000362,nrp,10.511176,11.940999
BGC0000363,nrp,11.007252,12.533527
BGC0000364,nrp,11.010944,12.536204
BGC0000365,nrp,10.857196,12.256462
BGC0000366,nrp,13.295481,42.994213
BGC0000367,nrp,29.653568,37.9834
BGC0000368,nrp,9.262005,47.960827
BGC0000369,nrp,22.075975,30.832205
BGC0000371,nrp,3.3152282,44.429417
BGC0000372,nrp,-0.105402894,-30.147995
BGC0000373,nrp,3.8411596,12.289135
BGC0000374,nrp,17.635595,32.572304
BGC0000375,nrp,5.431667,15.136744
BGC0000376,nrp,7.126571,19.441229
BGC0000377,nrp,44.4881,38.21615
BGC0000378,nrp,16.50496,31.304417
BGC0000379,nrp,15.176169,23.671455
BGC0000380,nrp,41.18658,9.13011
BGC0000381,nrp,32.21051,31.199492
BGC0000382,nrp,-17.09688,-6.2387547
BGC0000383,nrp,1.4116119,17.512611
BGC0000384,nrp,1.537708,-27.643377
BGC0000385,nrp,25.093487,36.191994
BGC0000386,nrp,14.865191,45.071827
BGC0000387,nrp,-1.8522657,20.6605
BGC0000388,nrp,10.988987,28.933933
BGC0000391,nrp,1.5520102,-27.527287
BGC0000392,nrp,3.928238,44.857002
BGC0000393,nrp,34.583508,36.793743
BGC0000394,nrp,8.358371,20.62102
BGC0000395,nrp,12.142751,33.23514
BGC0000396,nrp,38.80451,41.267086
BGC0000397,nrp,43.277214,21.102184
BGC0000398,nrp,30.133884,36.88912
BGC0000399,nrp,27.784557,35.10269
BGC0000400,nrp,35.685917,37.98488
BGC0000401,nrp,28.466333,47.6524
BGC0000402,nrp,37.184513,35.75037
BGC0000403,nrp,35.756195,36.31082
BGC0000404,nrp,25.45736,24.834307
BGC0000405,nrp,25.457901,24.838037
BGC0000406,nrp,7.7798634,17.745579
BGC0000407,nrp,28.35838,40.171856
BGC0000408,nrp,36.678047,37.35785
BGC0000409,nrp,-18.9482,-3.221263
BGC0000410,nrp,5.9148006,47.921974
BGC0000411,nrp,30.33454,36.04027
BGC0000412,nrp,47.06489,14.548092
BGC0000413,nrp,8.045444,24.242477
BGC0000414,nrp,7.362696,20.943296
BGC0000415,nrp,13.523199,31.445896
BGC0000416,nrp,46.58337,14.399971
BGC0000417,nrp,27.341463,46.432934
BGC0000418,nrp,14.030846,18.903511
BGC0000419,nrp,14.374728,19.076385
BGC0000420,nrp,-0.4527109,-30.943209
BGC0000421,nrp,1.6619054,-23.582104
BGC0000422,nrp,-18.268091,-0.042767018
BGC0000423,nrp,12.113512,42.929134
BGC0000424,nrp,16.685163,39.39207
BGC0000425,nrp,31.567581,38.297276
BGC0000426,nrp,40.41159,40.91955
BGC0000427,nrp,20.83292,8.370641
BGC0000428,nrp,-18.726358,-2.995115
BGC0000429,nrp,15.409847,25.35237
BGC0000430,nrp,43.97749,21.549618
BGC0000431,nrp,19.812296,36.255085
BGC0000432,nrp,-30.915485,10.102615
BGC0000433,nrp,27.711113,22.51027
BGC0000434,nrp,12.890354,23.134594
BGC0000435,nrp,31.69138,35.40793
BGC0000436,nrp,27.54341,7.71109
BGC0000437,nrp,32.215736,39.9132
BGC0000438,nrp,34.45581,39.98316
BGC0000439,nrp,17.179935,25.116276
BGC0000440,nrp,12.402852,21.26779
BGC0000441,nrp,12.810156,21.088566
BGC0000442,nrp,-1.2958499,-28.172054
BGC0000443,nrp,26.15903,32.623997
BGC0000444,nrp,11.432311,26.129335
BGC0000445,nrp,14.314164,30.63733
BGC0000446,nrp,-0.18384063,15.232423
BGC0000447,nrp,31.60959,38.3377
BGC0000448,nrp,0.007491757,13.205425
BGC0000449,nrp,35.468987,37.6545
BGC0000450,nrp,13.4937105,31.439867
BGC0000451,nrp,10.212188,49.776142
BGC0000452,nrp,35.12935,35.56075
BGC0000453,nrp,12.023225,17.128654
BGC0000454,nrp,10.292593,48.4495
BGC0000455,nrp,15.291508,18.607458
BGC0000457,nrp,16.394396,46.15633
BGC0000458,nrp,13.072928,28.999125
BGC0000459,nrp,31.389866,11.7254715
BGC0000460,nrp,4.5886793,43.87848
BGC0000461,nrp,19.260426,34.92173
BGC0000464,nrp,32.169857,40.831963
BGC0000465,nrp,49.418316,35.468693
BGC0000466,nrp,-15.712076,3.7298052
BGC0000467,nrp,18.777935,-28.735369
BGC0000468,ripp,-50.54543,-10.837042
BGC0000469,ripp,-19.246473,4.82547
BGC0000470,ripp,-53.212986,-7.1239405
BGC0000471,ripp,-69.937996,-10.594456
BGC0000472,ripp,-71.2332,-8.552642
BGC0000473,ripp,-70.928474,-11.372753
BGC0000474,ripp,-70.928474,-11.372753
BGC0000475,ripp,-70.12187,-11.398811
BGC0000476,ripp,-57.493183,-22.209707
BGC0000477,ripp,-71.28269,-10.517808
BGC0000478,ripp,-57.493183,-22.209707
BGC0000479,ripp,-72.02151,-8.444772
BGC0000480,ripp,-70.96564,-10.463094
BGC0000481,ripp,-70.2752,-9.363986
BGC0000482,ripp,-57.493183,-22.209707
BGC0000483,ripp,-70.44153,-10.722385
BGC0000484,ripp,-53.01324,16.799263
BGC0000485,ripp,-55.35269,-25.48435
BGC0000486,ripp,-54.418655,12.390289
BGC0000487,ripp,-21.058756,34.16377
BGC0000488,ripp,-21.821884,34.901714
BGC0000489,ripp,-22.739151,36.16767
BGC0000490,ripp,-19.230156,35.151234
BGC0000491,ripp,-54.639225,12.615795
BGC0000494,ripp,-22.5218,35.829815
BGC0000495,ripp,-21.631096,0.55301774
BGC0000496,ripp,-40.512104,47.767323
BGC0000497,ripp,-68.66675,13.932409
BGC0000498,ripp,-62.627934,14.495216
BGC0000499,ripp,-67.21531,16.42976
BGC0000500,ripp,-68.57303,10.081533
BGC0000501,ripp,-41.438675,47.464176
BGC0000502,ripp,-68.537964,9.76631
BGC0000503,ripp,-58.82907,11.41523
BGC0000504,ripp,-68.55911,10.069716
BGC0000506,ripp,-62.695663,6.985886
BGC0000507,ripp,-65.10504,3.4594636
BGC0000508,ripp,-67.17508,5.1278563
BGC0000509,ripp,-64.97752,9.828484
BGC0000510,ripp,-71.605644,-5.567465
BGC0000511,ripp,-62.74318,7.821007
BGC0000513,ripp,-40.771732,47.44603
BGC0000514,ripp,-67.28354,5.1976542
BGC0000515,ripp,-63.280403,8.059051
BGC0000516,ripp,-68.867905,12.648012
BGC0000517,ripp,-69.61519,15.904224
BGC0000518,ripp,-20.957262,14.607384
BGC0000519,ripp,-74.13475,15.082453
BGC0000520,ripp,-70.38684,15.032232
BGC0000521,ripp,-64.864334,13.736719
BGC0000522,ripp,-47.506172,10.309887
BGC0000523,ripp,-61.233173,15.040017
BGC0000525,ripp,-69.252205,16.524904
BGC0000526,ripp,-64.355515,14.718734
BGC0000527,ripp,-65.45872,11.482613
BGC0000528,ripp,-65.66448,11.904446
BGC0000529,ripp,-62.528996,2.5983255
BGC0000530,ripp,-67.74659,4.5449896
BGC0000531,ripp,-67.795,3.933418
BGC0000532,ripp,-67.72544,16.552534
BGC0000533,ripp,-67.252014,4.6502676
BGC0000534,ripp,-65.900375,15.819984
BGC0000535,ripp,-63.686165,7.7153487
BGC0000536,ripp,-63.68576,7.7144275
BGC0000537,ripp,-63.80696,6.908436
BGC0000538,ripp,-64.85444,7.3273826
BGC0000539,ripp,-64.65006,13.490201
BGC0000540,ripp,-65.46156,5.4466147
BGC0000541,ripp,-64.25156,1.9843765
BGC0000542,ripp,-64.25156,1.9843765
BGC0000543,ripp,-65.05155,3.4336326
BGC0000544,ripp,-63.221394,2.495203
BGC0000545,ripp,-64.94305,14.799575
BGC0000546,ripp,-40.466618,47.675014
BGC0000547,ripp,-42.661495,11.17732
BGC0000548,ripp,-66.06065,14.3923855
BGC0000549,ripp,-63.853737,8.109849
BGC0000550,ripp,-65.455894,16.39744
BGC0000551,ripp,-41.438675,47.464176
BGC0000552,ripp,-68.67086,13.932809
BGC0000553,ripp,-40.263004,47.943375
BGC0000554,ripp,-70.53749,14.151806
BGC0000555,ripp,-71.05345,14.771792
BGC0000556,ripp,-62.790813,9.3311
BGC0000557,ripp,-65.36209,14.92851
BGC0000558,ripp,-56.603706,18.218273
BGC0000559,ripp,-61.952793,7.8367205
BGC0000560,ripp,-65.49186,5.277424
BGC0000561,ripp,-62.567482,14.474101
BGC0000562,ripp,-55.671856,-24.759478
BGC0000563,ripp,-74.88075,15.19889
BGC0000564,ripp,-55.160423,7.5227413
BGC0000565,ripp,-30.051973,12.833011
BGC0000566,ripp,-55.15217,7.519901
BGC0000568,ripp,-53.977345,1.6905618
BGC0000569,ripp,-54.452503,2.3068485
BGC0000570,ripp,-59.28492,50.836647
BGC0000571,ripp,-53.398476,48.63712
BGC0000572,ripp,-58.404896,48.95414
BGC0000573,ripp,-61.204945,47.585796
BGC0000574,ripp,-60.130604,50.27714
BGC0000575,ripp,-56.06363,48.323147
BGC0000576,ripp,-60.723045,47.13629
BGC0000577,ripp,-60.739162,47.858494
BGC0000578,ripp,-56.29508,49.18248
BGC0000579,ripp,-57.74096,47.822613
BGC0000580,ripp,-59.28492,50.836647
BGC0000581,ripp,-57.33122,46.01404
BGC0000582,ripp,-31.207634,1.9216346
BGC0000583,ripp,-43.323925,-3.9087114
BGC0000584,ripp,-57.84736,22.983715
BGC0000585,ripp,-17.061405,15.111368
BGC0000586,ripp,-60.141235,22.565826
BGC0000587,ripp,-59.560078,22.432999
BGC0000588,ripp,-58.855915,21.621695
BGC0000589,ripp,-58.89435,22.534117
BGC0000590,ripp,-58.85619,20.9563
BGC0000591,ripp,-6.232208,23.77409
BGC0000592,ripp,-3.1726623,27.129747
BGC0000594,ripp,-6.1511393,24.429674
BGC0000595,ripp,-15.023959,28.69473
BGC0000596,ripp,-14.969844,28.732584
BGC0000597,ripp,-14.558893,29.029531
BGC0000598,ripp,-60.33531,15.305253
BGC0000599,ripp,-34.25583,43.050262
BGC0000600,ripp,-34.42457,43.209263
BGC0000601,ripp,-32.770145,43.887367
BGC0000602,ripp,-59.849567,6.7945714
BGC0000603,ripp,-57.5428,-3.2553368
BGC0000604,ripp,-59.58587,-1.691661
BGC0000605,ripp,-61.20421,-1.2911277
BGC0000606,ripp,-60.300762,0.0587176
BGC0000607,ripp,-56.439697,-1.025754
BGC0000608,ripp,-31.791235,44.637283
BGC0000609,ripp,-34.944782,-2.2333574
BGC0000610,ripp,-20.092196,27.503668
BGC0000611,ripp,-57.225773,-2.1312222
BGC0000612,ripp,-55.642906,-2.0479429
BGC0000613,ripp,-60.45698,-1.4254595
BGC0000614,ripp,-57.920853,-2.050285
BGC0000615,ripp,-19.936535,27.394073
BGC0000616,ripp,-22.855007,36.316586
BGC0000617,ripp,-62.096836,18.792524
BGC0000618,ripp,-54.78233,-24.735134
BGC0000619,ripp,-63.536057,19.940044
BGC0000620,ripp,-47.3109,10.807907
BGC0000621,ripp,-56.411762,-25.983261
BGC0000622,ripp,-71.61522,-5.569504
BGC0000623,ripp,-67.61188,21.56852
BGC0000624,ripp,-62.312046,21.5571
BGC0000625,ripp,-49.180756,-2.353347
BGC0000626,ripp,-66.48948,14.615173
BGC0000627,ripp,-11.622181,-23.026606
BGC0000628,ripp,-60.312923,-2.6692724
BGC0000630,terpene,-36.86998,-38.341557
BGC0000631,terpene,-20.554089,-43.731785
BGC0000632,terpene,-22.564863,-22.744028
BGC0000633,terpene,-37.436546,-35.621384
BGC0000634,terpene,-35.874054,-38.4611
BGC0000635,terpene,-36.30351,-38.960697
BGC0000636,terpene,-36.271107,-35.977055
BGC0000637,terpene,-37.09841,-41.14585
BGC0000638,terpene,-38.54896,-37.958954
BGC0000639,terpene,-38.54896,-37.958954
BGC0000640,terpene,-37.68098,-38.560116
BGC0000641,terpene,-38.54896,-37.958954
BGC0000642,terpene,-37.85619,-37.977966
BGC0000643,terpene,-35.907677,-38.435246
BGC0000644,terpene,-37.19489,-41.070114
BGC0000645,terpene,-38.862637,-40.526962
BGC0000646,terpene,-38.245495,-38.707893
BGC0000647,terpene,-38.995956,-40.40124
BGC0000648,terpene,-38.861973,-35.94769
BGC0000649,terpene,-37.517475,-36.682453
BGC0000650,terpene,-35.84463,-37.249203
BGC0000651,terpene,-20.77837,-21.079433
BGC0000652,terpene,-10.564283,-11.383308
BGC0000653,terpene,-16.318405,-28.58107
