cluster_id,label,tsne1,tsne2
BGC0000134,polyketide,-32.905308,-39.969753
BGC0000135,polyketide,-42.973927,-30.769407
BGC0000136,polyketide,-20.95838,-21.28658
BGC0000137,polyketide,-34.376785,-23.847225
BGC0000138,polyketide,-23.874,-18.289225
BGC0000140,polyketide,-22.305351,-12.536873
BGC0000141,polyketide,-27.451443,-16.52642
BGC0000142,polyketide,-47.309536,-24.842539
BGC0000143,polyketide,-45.471836,-22.772684
BGC0000144,polyketide,-42.634422,-30.44473
BGC0000145,nrp,-16.687544,-9.531361
BGC0000146,polyketide,-21.50609,-36.481216
BGC0000147,polyketide,-45.799175,-36.50084
BGC0000148,polyketide,-39.2339,-25.067438
BGC0000149,polyketide,-58.27277,-29.057068
BGC0000150,nrp,14.517224,-8.311718
BGC0000151,polyketide,-53.316097,-29.05211
BGC0000152,polyketide,-8.615323,-32.26339
BGC0000153,nrp,-47.269077,-18.843428
BGC0000154,polyketide,-12.114296,-22.4829
BGC0000156,polyketide,-31.712337,-46.00779
BGC0000157,polyketide,-45.816814,-31.665766
BGC0000158,polyketide,-44.950737,-31.397345
BGC0000159,polyketide,-45.182484,-31.639013
BGC0000160,polyketide,-11.647288,-35.405148
BGC0000161,polyketide,-0.34059128,-25.315289
BGC0000162,polyketide,-36.11911,-24.9955
BGC0000163,polyketide,-33.893463,-21.361986
BGC0000164,polyketide,-53.772705,-29.602854
BGC0000165,polyketide,-34.43892,-22.584352
BGC0000166,polyketide,-58.896255,-30.733013
BGC0000167,polyketide,-43.068817,-28.67071
BGC0000168,polyketide,12.882135,-2.8869963
BGC0000170,polyketide,-15.516103,-38.810234
BGC0000171,polyketide,-21.25697,-14.803058
BGC0000172,polyketide,-33.654255,-25.381203
BGC0000173,polyketide,-59.16292,-11.291522
BGC0000174,polyketide,-59.65585,-8.161016
BGC0000175,polyketide,-31.335743,-22.12233
BGC0000176,polyketide,-58.939064,-11.596668
BGC0000177,polyketide,-53.47145,-13.576061
BGC0000178,polyketide,-56.955494,-12.301961
BGC0000179,polyketide,-58.39337,-13.878081
BGC0000180,polyketide,-56.46089,-7.571339
BGC0000181,polyketide,-61.860474,-15.88346
BGC0000182,polyketide,-45.70004,-14.37179
BGC0000184,polyketide,-57.95396,-13.015326
BGC0000185,polyketide,-59.756283,-9.090832
BGC0000186,nrp,-57.735107,-11.238013
BGC0000187,polyketide,9.040852,-8.050367
BGC0000188,alkaloid,43.11956,-1.2916427
BGC0000189,polyketide,0.73807734,-13.325245
BGC0000190,polyketide,8.944433,-27.042439
BGC0000191,polyketide,24.373425,-17.920872
BGC0000192,polyketide,23.621271,-18.461155
BGC0000193,polyketide,26.954985,-18.407787
BGC0000194,polyketide,4.5896893,-18.068504
BGC0000195,polyketide,9.318065,-15.204604
BGC0000196,polyketide,-30.711689,-29.343027
BGC0000197,polyketide,27.37249,-9.785887
BGC0000198,polyketide,25.190325,-16.141201
BGC0000199,polyketide,26.445925,-17.510862
BGC0000200,polyketide,18.258337,-21.086887
BGC0000201,polyketide,12.962789,-19.544695
BGC0000202,polyketide,10.390587,-16.357866
BGC0000203,polyketide,23.118528,-9.3387375
BGC0000204,polyketide,-4.448448,-18.367311
BGC0000205,polyketide,-19.02236,-33.712894
BGC0000207,polyketide,20.59717,-6.174952
BGC0000208,polyketide,13.629523,-12.364243
BGC0000209,polyketide,20.455477,-0.99362767
BGC0000210,polyketide,26.637917,-16.317974
BGC0000211,polyketide,17.333466,-13.800653
BGC0000212,polyketide,24.78025,-17.663458
BGC0000213,polyketide,8.701739,-7.996063
BGC0000214,polyketide,-18.01186,-19.538708
BGC0000215,polyketide,10.437756,-24.126953
BGC0000216,polyketide,22.443037,-12.230544
BGC0000217,polyketide,-32.376484,-29.81043
BGC0000218,polyketide,-32.30515,-29.760126
BGC0000219,polyketide,13.544249,-22.830488
BGC0000220,polyketide,-10.248946,-4.143269
BGC0000221,polyketide,9.56838,-15.383581
BGC0000222,polyketide,15.984911,-14.605584
BGC0000223,polyketide,21.46595,-2.5347157
BGC0000224,polyketide,8.95015,-27.02634
BGC0000225,polyketide,5.813251,-10.217209
BGC0000226,polyketide,20.66485,-13.783736
BGC0000227,polyketide,19.276863,-11.25096
BGC0000229,polyketide,19.815304,-15.617622
BGC0000230,polyketide,16.505072,-22.758131
BGC0000231,polyketide,-31.133163,-29.389017
BGC0000232,polyketide,8.264783,-18.217249
BGC0000233,polyketide,-18.675636,-19.648281
BGC0000234,polyketide,-5.705785,-21.077389
BGC0000235,polyketide,11.506104,-19.115505
BGC0000236,polyketide,20.5649,-3.124266
BGC0000237,polyketide,12.551292,-24.867126
BGC0000238,polyketide,23.658073,-11.743624
BGC0000239,polyketide,21.395695,-17.50189
BGC0000240,polyketide,23.53799,-14.183896
BGC0000241,polyketide,23.471163,-14.37976
BGC0000242,polyketide,17.585196,-22.019518
BGC0000243,polyketide,-3.6353853,-17.923737
BGC0000244,polyketide,24.117731,3.2892487
BGC0000245,polyketide,20.952297,-9.545122
BGC0000247,polyketide,25.93442,-15.639321
BGC0000248,polyketide,8.342713,-16.021732
BGC0000249,polyketide,27.16518,-7.5758896
BGC0000252,polyketide,-10.687702,-3.2650206
BGC0000253,polyketide,13.504728,-17.876526
BGC0000254,polyketide,16.327953,-21.260933
BGC0000255,polyketide,-7.5730944,-14.079403
BGC0000256,polyketide,22.490906,-12.760325
BGC0000257,polyketide,-20.919294,-8.959163
BGC0000258,polyketide,-5.1626225,-5.1413527
BGC0000259,polyketide,-4.5768547,-5.1510863
BGC0000260,polyketide,-4.889759,-6.6591763
BGC0000261,polyketide,-6.291628,-20.919859
BGC0000262,polyketide,20.85833,-16.182743
BGC0000263,polyketide,17.449677,-13.617971
BGC0000264,polyketide,10.355949,-17.070175
BGC0000265,polyketide,25.330004,-19.14336
BGC0000266,polyketide,16.617655,-22.936127
BGC0000267,polyketide,21.646317,-16.553942
BGC0000268,polyketide,23.810705,-4.7433763
BGC0000269,polyketide,13.461462,-11.53586
BGC0000270,polyketide,1.8438374,2.99221
BGC0000271,polyketide,11.720288,-23.944962
BGC0000272,polyketide,9.067368,-24.060417
BGC0000273,polyketide,22.204006,-7.0795035
BGC0000274,polyketide,27.342073,-9.567778
BGC0000275,polyketide,12.460054,-24.292124
BGC0000277,polyketide,26.248323,-11.741816
BGC0000278,polyketide,30.83455,-20.551315
BGC0000279,polyketide,23.824247,-10.695966
BGC0000280,polyketide,4.1613655,-32.38005
BGC0000281,polyketide,4.1732855,-32.31192
BGC0000282,polyketide,-0.2813323,-36.369343
BGC0000283,other,17.128717,-7.7412486
BGC0000284,polyketide,-45.176624,-36.44826
BGC0000285,polyketide,3.2055962,-35.122616
BGC0000286,polyketide,26.765,-0.10337964
BGC0000287,nrp,-25.36597,30.832603
BGC0000288,nrp,48.208614,0.35569474
BGC0000289,nrp,-3.5352654,19.88988
BGC0000290,nrp,-7.2644463,19.578556
BGC0000291,nrp,-7.9566875,24.986225
BGC0000292,nrp,-11.144779,13.733876
BGC0000293,nrp,-42.20704,36.93002
BGC0000294,nrp,-4.5559077,40.807465
BGC0000295,nrp,10.318671,50.75162
BGC0000296,nrp,-10.448153,28.929073
BGC0000297,nrp,-6.371596,17.012278
BGC0000298,nrp,-22.088556,23.550486
BGC0000300,nrp,-17.125126,41.305687
BGC0000301,nrp,-33.59755,45.395317
BGC0000302,nrp,-34.103027,45.528614
BGC0000303,nrp,19.299171,-0.20686613
BGC0000304,nrp,-29.802557,22.578682
BGC0000305,nrp,-40.78953,47.32067
BGC0000306,nrp,-24.898241,37.49159
BGC0000307,nrp,-37.83795,48.582573
BGC0000308,nrp,-40.175232,42.26239
BGC0000309,nrp,-19.270351,46.337288
BGC0000310,nrp,-30.441278,47.762177
BGC0000311,nrp,-10.070764,18.71685
BGC0000312,nrp,-18.651237,29.933025
BGC0000313,nrp,3.0665295,21.399565
BGC0000314,nrp,-34.377834,25.098543
BGC0000315,nrp,-11.574533,25.352663
BGC0000316,nrp,-10.040743,23.180231
BGC0000319,nrp,-2.6995332,24.53728
BGC0000320,nrp,-26.056065,39.689556
BGC0000321,nrp,-1.9359472,28.598774
BGC0000322,nrp,-31.25169,45.157448
BGC0000323,nrp,-30.895021,50.250633
BGC0000324,nrp,-10.427055,34.15307
BGC0000325,nrp,-7.853214,39.51876
BGC0000326,nrp,-23.6251,37.24552
BGC0000327,nrp,37.08487,-13.3201275
BGC0000328,nrp,-23.538876,43.74883
BGC0000329,nrp,-8.128593,28.665644
BGC0000330,nrp,-17.396421,39.14587
BGC0000331,nrp,-36.961033,46.88671
BGC0000332,nrp,-34.68405,46.918716
BGC0000333,nrp,-16.471447,27.521938
BGC0000334,nrp,-25.121973,33.48651
BGC0000335,nrp,-32.498493,26.734318
BGC0000336,nrp,-30.710688,43.221504
BGC0000337,nrp,-15.631572,25.465631
BGC0000339,nrp,-15.588794,28.66352
BGC0000340,nrp,21.540405,-6.1428156
BGC0000341,nrp,-13.929605,26.948723
BGC0000342,nrp,-47.5439,42.78943
BGC0000343,nrp,-19.509993,47.941895
BGC0000344,nrp,-8.317438,26.008848
BGC0000345,nrp,-33.871986,14.353313
BGC0000346,nrp,-19.382961,21.818624
BGC0000347,nrp,-3.0417013,28.270214
BGC0000348,nrp,-8.309308,15.031444
BGC0000349,nrp,-13.472884,37.77605
BGC0000350,nrp,4.204679,14.810748
BGC0000351,nrp,-34.179573,47.52477
BGC0000352,nrp,1.0871176,32.5989
BGC0000353,nrp,-53.68147,-4.3209367
BGC0000354,nrp,-19.465532,31.961203
BGC0000355,nrp,-29.187002,31.567717
BGC0000356,nrp,-11.331884,-9.708441
BGC0000357,nrp,-47.779118,42.334488
BGC0000359,nrp,-37.027843,51.377407
BGC0000360,nrp,-1.3798985,20.989147
BGC0000362,nrp,-5.3476458,15.877135
BGC0000363,nrp,-20.49179,15.753306
BGC0000364,nrp,-20.52625,15.739471
BGC0000365,nrp,-21.12521,15.382145
BGC0000366,nrp,-15.713807,41.560467
BGC0000367,nrp,-26.829817,48.097095
BGC0000368,nrp,-10.860024,43.567406
BGC0000369,nrp,-17.549868,34.287067
BGC0000371,nrp,-16.081366,44.77719
BGC0000372,nrp,-13.264062,13.188716
BGC0000373,nrp,4.034582,5.076996
BGC0000374,nrp,-20.360106,30.096891
BGC0000375,nrp,5.1757226,26.47002
BGC0000376,nrp,-9.099593,20.897787
BGC0000377,nrp,-46.31653,41.376705
BGC0000378,nrp,-19.6141,29.563166
BGC0000379,nrp,-9.03612,25.234573
BGC0000380,nrp,-28.68472,-3.6927319
BGC0000381,nrp,-21.836214,39.939823
BGC0000382,nrp,1.9367026,2.1168275
BGC0000383,nrp,3.16654,14.554767
BGC0000384,nrp,-15.51073,16.186308
BGC0000385,nrp,-31.668549,48.59444
BGC0000386,nrp,-10.691085,40.067795
BGC0000387,nrp,19.755636,33.939686
BGC0000388,nrp,-6.0553064,22.955847
BGC0000391,nrp,-15.829786,16.353922
BGC0000392,nrp,-7.2021775,41.423824
BGC0000393,nrp,-36.90614,42.878284
BGC0000394,nrp,-7.935555,22.91886
BGC0000395,nrp,-19.432812,32.842064
BGC0000396,nrp,-37.902092,48.15298
BGC0000397,nrp,-31.32815,37.512707
BGC0000398,nrp,-28.428017,48.843815
BGC0000399,nrp,-27.586063,48.97139
BGC0000400,nrp,-33.471153,47.25663
BGC0000401,nrp,-19.740683,46.49324
BGC0000402,nrp,-38.39524,32.038548
BGC0000403,nrp,-31.192078,46.38663
BGC0000404,nrp,-14.455816,20.1632
BGC0000405,nrp,-14.435985,20.15573
BGC0000406,nrp,4.6389413,17.573397
BGC0000407,nrp,-29.016336,40.631138
BGC0000408,nrp,-32.193882,46.4949
BGC0000409,nrp,19.560265,-0.18491647
BGC0000410,nrp,-5.4877276,39.883976
BGC0000411,nrp,-29.72626,50.234253
BGC0000412,nrp,-13.330326,34.69681
BGC0000413,nrp,11.702607,10.105763
BGC0000414,nrp,-7.934284,22.697945
BGC0000415,nrp,-15.645791,28.997332
BGC0000416,nrp,-28.839016,34.94045
BGC0000417,nrp,-16.386019,43.187874
BGC0000418,nrp,-10.010375,17.21261
BGC0000419,nrp,-10.188634,17.274746
BGC0000420,nrp,-12.71755,12.726596
BGC0000421,nrp,-28.149536,33.963806
BGC0000422,nrp,2.8129497,8.99651
BGC0000423,nrp,-12.504091,37.904095
BGC0000424,nrp,-17.651497,39.15034
BGC0000425,nrp,-32.760826,48.760258
BGC0000426,nrp,-41.57358,46.305115
BGC0000427,nrp,-17.701412,18.510944
BGC0000428,nrp,28.059673,-12.926893
BGC0000429,nrp,-16.982227,22.91744
BGC0000430,nrp,-31.223799,37.292973
BGC0000431,nrp,-21.43252,32.014824
BGC0000432,nrp,14.683661,8.391597
BGC0000433,nrp,-12.795339,24.675388
BGC0000434,nrp,-0.95940113,18.396265
BGC0000435,nrp,-30.894382,50.249897
BGC0000436,nrp,-35.109886,16.97902
BGC0000437,nrp,-33.769333,48.670895
BGC0000438,nrp,-42.565853,48.03625
BGC0000439,nrp,-18.444899,28.835585
BGC0000440,nrp,-2.8976343,19.396948
BGC0000441,nrp,-4.1042213,19.715275
BGC0000442,nrp,-9.236053,12.788124
BGC0000443,nrp,-26.205729,43.679695
BGC0000444,nrp,-16.768522,26.369595
BGC0000445,nrp,-9.744631,26.688826
BGC0000446,nrp,10.931131,15.691563
BGC0000447,nrp,-33.080044,48.983833
BGC0000448,nrp,9.246805,15.558581
BGC0000449,nrp,-33.66746,46.989223
BGC0000450,nrp,-15.537129,29.017347
BGC0000451,nrp,-3.8557453,37.36967
BGC0000452,nrp,-30.23297,46.35344
BGC0000453,nrp,-4.8579555,16.53454
BGC0000454,nrp,-11.643555,44.57982
BGC0000455,nrp,-10.698149,17.756468
BGC0000457,nrp,1.1370773,32.488064
BGC0000458,nrp,-10.408827,23.418953
BGC0000459,nrp,-36.65484,14.657557
BGC0000460,nrp,-1.485046,38.17017
BGC0000461,nrp,-28.78069,43.760372
BGC0000464,nrp,-35.959984,46.04006
BGC0000465,nrp,-28.618795,34.724766
BGC0000466,nrp,28.814651,-1.9631901
BGC0000467,nrp,-35.603348,4.9819136
BGC0000468,ripp,16.212938,-0.7849484
BGC0000469,ripp,35.869415,4.211214
BGC0000470,ripp,40.56999,14.931866
BGC0000471,ripp,58.125374,13.799587
BGC0000472,ripp,51.490044,14.834037
BGC0000473,ripp,58.9789,14.089845
BGC0000474,ripp,58.9789,14.089845
BGC0000475,ripp,58.33986,12.890554
BGC0000477,ripp,59.916523,14.173466
BGC0000479,ripp,58.286617,10.249293
BGC0000480,ripp,59.916523,14.173466
BGC0000481,ripp,58.332333,11.336123
BGC0000483,ripp,58.12526,13.799637
BGC0000484,ripp,65.52673,33.289467
BGC0000485,ripp,5.2093763,-22.817999
BGC0000486,ripp,53.118843,19.809507
BGC0000487,ripp,43.57524,39.566925
BGC0000488,ripp,43.513725,39.22487
BGC0000489,ripp,42.07546,41.151447
BGC0000490,ripp,43.048267,41.14873
BGC0000491,ripp,53.118843,19.80933
BGC0000494,ripp,41.61085,40.710003
BGC0000495,ripp,30.506153,8.572855
BGC0000496,ripp,50.99908,39.21179
BGC0000497,ripp,56.38355,39.548088
BGC0000498,ripp,56.87467,34.489567
BGC0000499,ripp,57.597065,41.921047
BGC0000500,ripp,58.508877,38.085464
BGC0000501,ripp,49.698204,41.646263
BGC0000502,ripp,58.818455,37.73696
BGC0000503,ripp,58.172714,28.786713
BGC0000504,ripp,58.151897,38.4261
BGC0000506,ripp,55.269314,27.081861
BGC0000507,ripp,48.45813,26.676872
BGC0000508,ripp,50.842827,28.68939
BGC0000509,ripp,51.04617,27.34885
BGC0000510,ripp,61.237823,13.821407
BGC0000511,ripp,54.56977,29.082043
BGC0000513,ripp,50.31489,40.64859
BGC0000514,ripp,51.318993,28.992352
BGC0000515,ripp,54.273834,29.762888
BGC0000516,ripp,57.267517,31.415337
BGC0000517,ripp,56.48422,41.461494
BGC0000518,ripp,29.266905,7.464517
BGC0000519,ripp,51.742973,39.72585
BGC0000520,ripp,56.63894,40.225883
BGC0000521,ripp,56.752583,36.126514
BGC0000522,ripp,47.87178,6.936162
BGC0000523,ripp,59.157833,32.59259
BGC0000525,ripp,56.34826,41.969025
BGC0000526,ripp,58.130814,34.302593
BGC0000527,ripp,55.649822,31.657675
BGC0000528,ripp,57.1667,29.711916
BGC0000529,ripp,52.25193,26.703714
BGC0000530,ripp,49.68966,28.289192
BGC0000531,ripp,49.306522,27.253244
BGC0000532,ripp,57.261135,42.1928
BGC0000533,ripp,50.061375,28.411924
BGC0000534,ripp,58.423683,42.95473
BGC0000535,ripp,52.718536,29.908537
BGC0000536,ripp,52.718086,29.908281
BGC0000537,ripp,53.59211,29.458403
BGC0000538,ripp,48.147213,29.276386
BGC0000539,ripp,57.76491,35.35528
BGC0000540,ripp,52.43225,30.853796
BGC0000541,ripp,48.65556,30.03605
BGC0000542,ripp,48.65556,30.03605
BGC0000543,ripp,49.96188,29.325253
BGC0000544,ripp,52.24599,27.351902
BGC0000545,ripp,57.138428,33.164818
BGC0000546,ripp,51.08457,39.462658
BGC0000547,ripp,58.96076,31.156918
BGC0000548,ripp,56.237865,33.314907
BGC0000549,ripp,52.826572,29.40732
BGC0000550,ripp,58.68953,43.27095
BGC0000551,ripp,49.698204,41.646263
BGC0000552,ripp,56.38355,39.548088
BGC0000553,ripp,51.080437,38.170418
BGC0000554,ripp,56.860725,39.07035
BGC0000555,ripp,55.4128,38.788475
BGC0000556,ripp,54.377922,29.685705
BGC0000557,ripp,57.252083,33.266396
BGC0000558,ripp,61.52418,39.130005
BGC0000559,ripp,54.75732,28.284208
BGC0000560,ripp,49.961464,29.32478
BGC0000561,ripp,56.869106,35.3593
BGC0000562,ripp,58.92817,43.533142
BGC0000563,ripp,51.67407,35.122974
BGC0000564,ripp,42.18495,28.254766
BGC0000565,ripp,51.443962,15.091071
BGC0000566,ripp,42.200974,28.136919
BGC0000568,ripp,48.3918,19.53515
BGC0000569,ripp,47.798317,19.196583
BGC0000570,ripp,43.195415,54.90294
BGC0000571,ripp,47.201576,50.276554
BGC0000572,ripp,44.087566,52.040394
BGC0000573,ripp,21.47559,34.78056
BGC0000574,ripp,43.091682,55.839516
BGC0000575,ripp,46.80144,51.44961
BGC0000576,ripp,21.567934,35.203503
BGC0000577,ripp,21.491247,34.550987
BGC0000578,ripp,45.538746,52.4275
BGC0000579,ripp,43.319004,51.010643
BGC0000580,ripp,43.195415,54.90294
BGC0000581,ripp,47.72193,48.23712
BGC0000582,ripp,51.1652,-8.950542
BGC0000583,ripp,47.655426,34.82503
BGC0000584,ripp,34.30514,22.442862
BGC0000585,ripp,35.199333,-10.123532
BGC0000586,ripp,64.909096,39.106236
BGC0000587,ripp,65.01727,39.31452
BGC0000588,ripp,66.60925,36.145203
BGC0000589,ripp,63.94191,39.16074
BGC0000590,ripp,63.050644,39.00311
BGC0000591,ripp,28.05385,19.83331
BGC0000592,ripp,42.394417,33.809547
BGC0000594,ripp,28.864346,19.586699
BGC0000595,ripp,6.083684,9.296355
BGC0000596,ripp,6.1536,9.200545
BGC0000597,ripp,5.7925024,9.686982
BGC0000598,ripp,38.04839,12.157997
BGC0000599,ripp,44.41132,14.254103
BGC0000600,ripp,44.813133,33.77926
BGC0000601,ripp,44.839825,14.519967
BGC0000602,ripp,44.304913,12.928304
BGC0000603,ripp,46.693684,23.268122
BGC0000604,ripp,44.18411,22.783398
BGC0000605,ripp,46.82866,25.047722
BGC0000606,ripp,45.87368,25.145725
BGC0000607,ripp,38.71777,7.3303885
BGC0000608,ripp,42.234028,14.233195
BGC0000609,ripp,29.977968,-13.192912
BGC0000610,ripp,41.36896,7.166143
BGC0000611,ripp,43.256126,19.366262
BGC0000612,ripp,27.901535,-14.80484
BGC0000613,ripp,45.03702,22.607512
BGC0000614,ripp,42.73324,19.806852
BGC0000615,ripp,41.42267,7.0144296
BGC0000616,ripp,41.90968,41.29133
BGC0000617,ripp,59.284576,34.897324
BGC0000618,ripp,62.572422,32.839226
BGC0000619,ripp,62.67331,34.457355
BGC0000620,ripp,47.86756,6.943439
BGC0000621,ripp,9.545236,19.328217
BGC0000622,ripp,60.779537,15.146088
BGC0000623,ripp,60.9506,40.8333
BGC0000624,ripp,63.27903,36.16885
BGC0000625,ripp,52.191757,7.4455643
BGC0000626,ripp,55.739407,37.98539
BGC0000627,ripp,19.939177,0.78297365
BGC0000628,ripp,44.164944,20.250013
BGC0000630,terpene,32.82067,-34.576817
BGC0000631,terpene,10.653493,-48.24414
BGC0000632,terpene,24.411749,-33.424477
BGC0000633,terpene,32.770164,-26.120691
BGC0000634,terpene,31.581566,-34.453026
BGC0000635,terpene,32.214764,-34.726925
BGC0000636,terpene,33.872654,-36.680454
BGC0000637,terpene,33.392544,-36.18047
BGC0000638,terpene,34.846527,-35.344276
BGC0000639,terpene,34.84737,-35.34432
BGC0000640,terpene,34.0043,-34.705944
BGC0000641,terpene,34.846527,-35.344276
BGC0000642,terpene,34.140533,-35.26156
BGC0000643,terpene,31.558119,-34.41422
BGC0000644,terpene,32.783047,-36.464306
BGC0000645,terpene,36.172512,-34.996944
BGC0000646,terpene,35.072365,-34.483875
BGC0000647,terpene,36.374695,-34.351833
BGC0000648,terpene,35.13779,-37.116768
BGC0000649,terpene,34.42165,-33.69838
BGC0000650,terpene,31.804466,-33.243553
BGC0000651,terpene,24.214102,-32.497276
BGC0000652,terpene,24.462513,-0.023859575
BGC0000653,terpene,12.178299,-6.0414042
BGC0000654,terpene,25.033175,-24.963175
BGC0000656,terpene,35.892838,-33.991707
BGC0000657,terpene,34.373035,15.377379
BGC0000658,terpene,28.892376,-24.619154
BGC0000659,terpene,28.91056,-24.614344
BGC0000660,terpene,11.50133,-49.98468
