BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6
BGC0000671,p450,0.11463852599263191,0.09374555121466983,0.07734683901362586,0.06392704657428112,0.015045618891599588,0.004083208026668217,0.0012413028600349208
BGC0000778,Wzy_C,0.9992186486721039,0.8686515420675278,0.41389698724888146,0.2972218982005984,0.5984667479662903,0.12551750824035962,2.514450718091865e-05
BGC0000798,Dimer_Tnp_hAT,0.0351606820942834,0.028106679196935148,0.038206617012201606,0.006826505490062118,0.00018961221351219138,0.00019740095967790694,5.986713621339845e-05
BGC0000812,ThiF,0.997299063205719,0.7642231119796634,0.6001256159906916,0.5423261482819278,0.2537219967537567,0.00015618480985750692,0.0013268361015747131
BGC0000817,LigXa_C,0.3514505146071315,0.3122906817588955,0.24982925825752317,0.016321603245160077,0.0436688690159408,0.0035668990028270287,8.709593457278953e-08
BGC0000860,Aminotran_3,0.9666512787342072,0.8007965460419655,0.4496926808496937,0.2905744546180358,0.07590518865833928,0.008142145110355159,0.00024251388579301646
BGC0000894,GMC_oxred_C,0.8604744851589203,0.7970982708997326,0.481720643792913,0.3833370546183005,0.2905086815880029,0.0980110636594527,7.796014725869327e-05
BGC0000923,HpaB_N,0.9775532364845276,0.5990534104910694,0.991941648721695,0.4885424050807387,0.3301069613369384,0.18668318032016842,7.739628090757123e-05
BGC0000940,Pyridoxal_deC,0.5326641462743282,0.43802311388717496,0.2886031956237275,0.0072735327659756875,0.0556768985448798,0.0003688905173476087,4.2492571759567e-05
BGC0000941,FhuF,0.7136731669306755,0.6907062649726867,0.5270154479828492,0.37928792030199077,0.256573644346506,0.17251429312189664,3.2807000872658864e-06
BGC0000946,FhuF,0.7842347816564142,0.4278872504843491,0.4857719369926784,0.15183814726867126,0.04084190348255794,0.014172556314567864,6.458644024931459e-07
BGC0001157,MFS_1,0.6219996005296707,0.5731258360203355,0.4037108983771759,0.39883684245578477,0.09268523121027102,0.1473196728004041,0.0017659871240077508
BGC0001224,Dimerisation2,0.7487996026873589,0.44528232391848377,0.28081206774503703,0.2319158647151503,0.11974878820274171,0.02269889709271524,9.286151594878334e-06
BGC0001229,ABC_tran,0.2933644983917475,0.29254925778950563,0.2802457774057984,0.20400115027077845,0.05781624044830096,0.0033449204205680872,0.00041988934974597215
BGC0001244,Ketoacyl-synt_C,0.5410905234515667,0.1895528686232865,0.10363796027108947,0.15684993256290908,0.00024502620581188237,8.907506389732589e-06,2.7937457423377056e-05
BGC0001258,ketoacyl-synt,0.10332811558619141,0.1435992556391284,0.07277008048258722,0.02812500468280632,0.004985384831070405,0.00011419395764278306,6.590195473989979e-05
BGC0001273,ketoacyl-synt,0.3144302171654999,0.222885003592819,0.17603687425144016,0.08155490509234369,0.013617535162484273,0.0005779762202109851,3.12325784989298e-05
BGC0001304,ketoacyl-synt,0.8171667605638504,0.6524354040622711,0.34843744728714227,0.23448850223885528,0.1658417365923583,0.03334541009601537,1.8955174192747392e-05
BGC0001336,FAD_binding_3,0.3757848650217056,0.18834451977163552,0.026891119297943078,0.03381315497717878,0.009548207298939815,0.0071773512070649305,0.0029405661907730973
BGC0001388,Peptidase_C39,0.7210392512381076,0.42190671359421683,0.5426604072942496,0.17552641578949987,0.05828440829385073,0.037946207826337286,3.65959916585723e-05
BGC0001407,ABC_tran,0.9860853672027587,0.8113873094320297,0.694382481276989,0.3809181753153098,0.3043897516683501,0.19511359028329026,0.0031165255294240525
BGC0001486,Methyltransf_23,0.005356630460300949,0.018686017353320494,0.0010483205302307397,0.0059672004350431965,0.0031077192961447508,0.0005387759600125718,0.0010996744538715574
BGC0001516,AMP-binding,0.9086697041988373,0.7127187684178352,0.2756133444047009,0.3081891384877114,0.12173289187993533,0.11968260537532842,0.00017309202120898703
BGC0001527,AMP-binding,0.47929534763097764,0.247499043866992,0.17019965779036283,0.1363275800831616,0.030340959114255384,0.017061710197640422,0.00020685713634520652
BGC0001534,E1_dh,0.981020599603653,0.7331061352044344,0.3634473102485572,0.13424078184504679,0.003848103424117255,0.0006440104755499832,0.0005338706837392238
BGC0001559,Carbam_trans_C,0.9952933251857757,0.589560077632612,0.5915995532388478,0.49088559371221335,0.16477606369197897,0.06576198833038091,0.00027711578141954575
BGC0001602,ABC_tran,0.9216587543487549,0.8050031170248986,0.8544597797095775,0.6178672991693019,0.42813367973431016,0.11143216599448351,0.004536064498824999
BGC0001618,Lant_dehydr_C,0.9677244186401367,0.8141144618391991,0.5398329686617277,0.1734101863650494,0.21696325193208282,0.007302100305173554,1.8972983593246172e-05
BGC0001624,FAD_binding_4,0.061104382807388904,0.02922465540468693,0.012886226864065976,0.00965152908465825,0.0070600841328996465,0.004502856035833247,0.00035053988112849767
BGC0001640,ABC_tran,0.8964858412742615,0.6230609709629789,0.8776687100937124,0.4750512567232363,0.4835122122541179,0.20345044981240507,0.00524716350576
BGC0001660,DUF4135,0.8607280492782593,0.7250255856662988,0.3130559682380408,0.19163015137037293,0.011227646494852195,0.04966163002359281,3.433811148170207e-05
BGC0001747,Aldo_ket_red,0.586296035349369,0.20520192927215247,0.1390552501543425,0.01588217627868289,0.0012473133510866319,0.0020106494426727294,0.0021902244996454103
BGC0001775,GMC_oxred_C,0.614359101653099,0.5978532661683857,0.5474200325494166,0.1830301917183533,0.36751042507397896,0.1958674351013306,0.00011162163984721474
BGC0001802,APH,0.3393787957727909,0.17511586365289986,0.16655081802164204,0.08862560282577761,0.03774749950898695,0.006938189268339556,0.00032091793764266185
BGC0001862,ABC_tran,0.7398943707346917,0.6408480346202851,0.6908724002540112,0.6080122735584155,0.21482066603784916,0.251531174698539,0.001175030192439408
BGC0001869,AMP-binding,0.017890251749486198,0.04679697386454791,0.037732091832731386,0.005573979002656415,0.020693619909434347,0.0004785149074450601,0.006056868383893743
BGC0001911,Robl_LC7,0.9804437935352326,0.8703869730234146,0.8593901459127664,0.40237215924425984,0.20302001884247148,0.0007776794260045073,1.7190139104172886e-05
BGC0001962,Chal_sti_synt_N,0.9596003293991089,0.6748573279764969,0.5677378118768956,0.28789707136633896,0.3544275914661455,0.1145398748817394,5.5502226745396396e-05
BGC0001994,PreAtp-grasp,0.4995518006384373,0.42533798058284444,0.22010858130524866,0.07834671165898044,0.007998962788938035,0.021664555421079968,1.74440215240379e-06
BGC0002154,PP-binding,0.16031272262334822,0.10984731242060661,0.023644874659657943,0.023003010066167916,0.0052277866139775146,0.011935180204932293,0.00019283383242338915
BGC0002171,Ketoacyl-synt_C,0.35338887870311736,0.061642420381576815,0.05203164939302951,0.0065438040473964065,0.002775411684251594,0.0004133973579314443,4.2643623823224173e-07
BGC0002175,SAT,0.24828063645400106,0.18219333789311348,0.1081106226076372,0.014114484605670441,0.0033540276403073222,0.00017591786831872014,2.5263259077945578e-05
BGC0002191,KR,0.148335948609747,0.19518164105247707,0.05153759862296283,0.006181489125674488,0.00024521858737784895,0.0006045862267228585,7.245685794288193e-06
BGC0002225,p450,0.2099143996834755,0.24562536925077438,0.2082449669809648,0.06833227764000185,0.01577860120924015,0.0016054440525678614,0.00014920586379716383
BGC0002226,AMP-binding,0.778523924946785,0.8437140762805939,0.6104773059487343,0.3289427693584003,0.09124064463831019,0.034870731017738875,0.0007234328049306127
BGC0002260,ABC_membrane,0.629816722869873,0.3705651906202547,0.29787889260333034,0.3062136275677858,0.25366273708896186,0.10097221702549355,0.0013194437968195416
BGC0002295,AMP-binding,0.9789826691150665,0.6925326807424426,0.4926375867682509,0.38280856390483675,0.1756888439243994,0.12757485190863918,0.0001136440253389992
BGC0002305,FhuF,0.7493193060159683,0.5969079053121156,0.5091605074270774,0.28440264910239177,0.25170454804212994,0.09424942721663072,4.579505229353274e-06
BGC0002318,Response_reg,0.5235395044088363,0.4940905701369047,0.32590162752203466,0.3310493141412735,0.28764836298681756,0.09321873341232276,0.0004088913210921419
BGC0002323,Lant_dehydr_N,0.7486121878027916,0.8644343942403794,0.3861854319275153,0.22625150742611594,0.19591562267958834,0.10444484922136607,9.80830592518453e-06
BGC0002354,Methyltransf_25,0.21321675963699818,0.28960676634451377,0.10764275100109444,0.15249723203300364,0.07451947371123424,0.06738570853449347,0.0012939508556542023
BGC0002389,Terpene_synth_C,3.477120080788154e-05,6.130101027679302e-05,3.691688581533015e-05,2.4129508685889756e-05,0.000633745408987707,7.928159555348201e-06,5.346552121920922e-07
BGC0002402,LRR_8,0.9638504147529602,0.5641104398295284,0.6600983805954457,0.2646459290779603,0.04403669547009485,0.0063300230444838235,0.0004126055472980283
BGC0002429,Ketoacyl-synt_C,0.2726921379566193,0.25653950236737727,0.43161757704801856,0.2641907822311623,0.054624498212958096,0.04954998187275441,7.792557062558103e-05
BGC0002450,NTP_transferase,0.9095687210559845,0.5912859473377466,0.366111147031188,0.40638104258105157,0.0495197181153344,0.013796456380441668,0.0019653918531730595
BGC0002474,AMP-binding,0.9988941848278046,0.9961209177970887,0.9743999779224396,0.69799554819474,0.42718654061536654,0.27162615505792476,0.00017470493608016114
BGC0002487,BPD_transp_1,0.7408231981098652,0.4838123291730881,0.3747940901026595,0.03298596407257719,0.08047063189123946,0.031525022069376976,0.000746994619612451
BGC0002490,EamA,0.9863790988922119,0.8486772291362286,0.3944477994211866,0.6450980580957548,0.22417586112278515,0.0003010407076914134,0.00018478959436833974
BGC0002681,IucA_IucC,0.9165707767009735,0.8791675386513816,0.4952534622874737,0.03457179549526117,0.3732145126622891,0.19722803235634795,1.1320782355905834e-05
BGC0002700,ABC_tran,0.9007057785987854,0.6088251918554306,0.5900306046009064,0.178804955411033,0.16554101901274407,0.1646477806652456,0.004930696357985198
