BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8,Num_Replacements=9,Num_Replacements=10,Num_Replacements=11,Num_Replacements=12
BGC0000800,Bac_transf,0.9976102948188782,0.9237534552812576,0.9076816432178021,0.8999990165233612,0.5424450058955699,0.6064238335937262,0.2870320403973892,0.40115641094744203,0.21329669228543935,0.10553120340773603,0.04610388603166123,0.0627667636902119,1.190871886483369e-05
BGC0000813,NTP_transferase,0.2290284696035087,0.22384555150638336,0.08657665916830411,0.26189088120518134,0.11941280012542847,0.1297518282683086,0.07492331207176903,0.013250565782178115,0.00286342925101053,0.07340860094024038,0.01532707876931454,0.00047859511120122987,0.0003297152485174593
BGC0000816,Condensation,0.937861043214798,0.7080563679337502,0.6316097170114517,0.5332846909761428,0.6143346399068832,0.5244411841034889,0.3516914392937906,0.31027919575572016,0.33020994495600464,0.12340741449070265,0.2364485047903237,0.05071429147441346,3.533609629352563e-06
BGC0000844,LAL_C2,0.9527702391147613,0.9240153729915619,0.8867512106895447,0.8874867379665374,0.8437653422355652,0.5906529314211525,0.5207443373001297,0.35592317530063156,0.03694302529871063,0.21524585590726364,0.10839773723600273,0.1342668160013754,8.859864919941174e-06
BGC0000879,AAA_16,0.9001058787107468,0.8429253071546554,0.9406241297721862,0.5905496956671413,0.6747218376769524,0.5241757230513031,0.2470331081909535,0.38765734167045596,0.09871956271944385,0.10928021800885972,0.00028507831627848644,0.00018457302874708148,0.00010822856103800404
BGC0000903,SAM_HAT_N,0.9350062727928161,0.7820353175328819,0.6642932418667726,0.7677414174705938,0.6288511159621522,0.5289941324230554,0.4297064251465038,0.41548607912463353,0.2713163829030042,3.357503324536992e-05,0.09794435157188111,0.2787738514307977,3.339057261539935e-05
BGC0000904,DXP_redisom_C,0.9139257788658142,0.7893987312912941,0.7548718944191932,0.7004847422242164,0.5306923092066427,0.4158763483686041,0.33290179603424574,0.41656417962052783,0.4173233121919111,0.22410589162235012,0.26157475910928696,0.11270678125742037,8.867892727408844e-05
BGC0000913,TPP_enzyme_N,0.9955517828464509,0.9148818403482437,0.789061327802483,0.7021411598601844,0.9763335227966309,0.6817098547977608,0.4947997570350708,0.4947850499552843,0.307084527738983,0.17916755346436447,0.09369830636558625,0.0010893909620055097,0.0007368096396611179
BGC0000947,TonB_dep_Rec,0.9959210455417633,0.8936017913743853,0.9759922504425049,0.6068852895463351,0.5943299612044939,0.6595789050010353,0.5567537904251367,0.20254163136977965,0.4188388290029252,0.21160581240965257,0.17324703638343664,0.0014663840366054615,0.00015917797709663617
BGC0001155,Lant_dehydr_C,0.042213605523284056,0.1888103597375448,0.05967178802093258,0.18612645019311458,0.06330327154355472,0.17077499010008523,0.0706283189356327,0.06859341398287597,0.0034163905080333732,0.018912699865938975,0.041773845082508386,0.0017193858417897446,1.809356982676036e-05
BGC0001242,ketoacyl-synt,0.9990752637386322,0.9987116456031799,0.99062420129776,0.9459698617458343,0.9127277433872223,0.8837421149015426,0.658882429433288,0.7221079368144274,0.49041418788256125,0.4055351168890411,0.12268368231889326,0.05104376902516554,9.819805617894417e-06
BGC0001268,Ketoacyl-synt_C,0.22852213568985463,0.4497163571417332,0.18226499316515402,0.32994355232222006,0.13222131417132915,0.10347573954340987,0.03639038367709872,0.012221163289541436,0.0377052463036307,0.00490733044449172,0.0009633077881915142,2.1745519836713358e-05,4.5669815278870375e-06
BGC0001333,FAD_binding_3,0.06518501527607441,0.03108826568350196,0.05873050824739039,0.03181212359922938,0.015131901834683959,0.010503776518453379,0.04576717345626093,0.008469600951502797,0.005529870092868805,0.002670473606121959,0.0029173803795856657,0.00222689641341276,0.0014564920318662189
BGC0001334,Methyltransf_2,0.9930595397949219,0.6015927805336105,0.9874222815036774,0.7757278100005351,0.5993333969165633,0.46449280398692283,0.3896869100922711,0.5860130023935198,0.48604252714105217,0.09929714601125852,0.19672994878710598,0.13716046831885081,3.398918845221033e-05
BGC0001465,Acyl-CoA_dh_1,0.9934730768203736,0.9709187746047974,0.9583521544933319,0.890147042274475,0.8491986662149429,0.47508199599760703,0.7747979193925858,0.31777315669828565,0.48109418869680665,0.3962913953333782,0.16254685660853369,0.0005734404072271105,0.0006285211687955261
BGC0001498,SIP,0.9675757944583893,0.8966308951377868,0.7914852481335402,0.7321168868569657,0.28682796138234606,0.4955384695473185,0.2853348132453675,0.5531424966156351,0.3862063809294577,0.2434645628252774,0.08687521724914553,0.00213969513521306,1.3015497533963583e-05
BGC0001502,AMP-binding,0.9559508562088013,0.6358243957161903,0.7096981480717659,0.6529110781848431,0.4841998152434826,0.5273207641788759,0.34851456867763775,0.2857272332999855,0.3951588235077267,0.21226649907451778,0.027090647618400254,0.0511367035157491,8.649661097592798e-06
BGC0001525,SBBP,0.9994448661804199,0.9980642080307007,0.9866738021373749,0.964079487323761,0.9795673012733459,0.9508460581302642,0.7935598151758313,0.5183547079272103,0.5187494014872754,0.35515358940051556,0.40775321844848805,0.23483344883063467,2.4569385557882128e-05
BGC0001526,SBBP,0.9963996946811676,0.9964579224586487,0.9910944700241089,0.9868929386138916,0.9373700797557831,0.7164972172701255,0.7593341141939163,0.6692290297440195,0.8261069029569625,0.28169038856674433,0.2841804509652007,0.028628792781438504,6.611177934701118e-06
BGC0001674,PqqD,0.9329787075519562,0.7589315512217581,0.7219391331076622,0.40519847988616675,0.5335309066809714,0.23253891854546965,0.389479145524092,0.07503288735909042,0.09334732325833102,0.004763501010309312,0.00011695116154442076,0.00010010553734787208,3.53227236033149e-05
BGC0001677,p450,0.8508707404136657,0.7801325798034668,0.5400345487520098,0.17574603706598282,0.24437509309500455,0.249611577228643,0.12868579048663378,0.03765358098316938,0.029842978378292175,0.01881562721100636,0.003186978946905583,0.004945661319652572,0.005349175264927908
BGC0001739,LAL_C2,0.815305083990097,0.6237622295819165,0.39089182963557506,0.44655128568410873,0.2913837420144489,0.20846347566939585,0.2715214622171402,0.18980710245343282,0.033869120742508585,0.1397382522849348,0.03394415077119532,4.324136241571352e-05,5.1058188894054225e-05
BGC0001788,Response_reg,0.9579361259937287,0.9453659236431122,0.904277640581131,0.9310264408588409,0.9081296563148499,0.5991280712387379,0.7239657821366563,0.3644261009991169,0.2996336842654273,0.11945123129989951,0.28956834831406014,0.0007801876061989787,0.0008021443574989462
BGC0001847,HTH_IclR,0.8714565962553025,0.8419418603181839,0.6757369027240202,0.4857889053870167,0.7010777288349346,0.6654929698369528,0.7095556328506063,0.4694157822571242,0.5701536949956563,0.0931390167166684,0.09147128751957485,0.09358918665143504,6.038463294757435e-05
BGC0001874,Acyl_transf_1,0.6596184097230434,0.7548824310302734,0.44253292977809905,0.45118268877267836,0.521248871088028,0.41880681230686606,0.3537134131311177,0.265125456090027,0.3123759515281563,0.18126611404259166,0.07868369617172917,0.0020220031239659873,3.39734817763393e-05
BGC0001899,ketoacyl-synt,0.9989432454109192,0.9922821044921875,0.9655025660991668,0.9418648242950439,0.9514770627021789,0.8000165323610418,0.6799508375115693,0.5806596200971399,0.5491865725256503,0.20246576815861772,0.16374145753960648,0.004476034088090941,3.5674407159902444e-05
BGC0001920,PqqD,0.8421546041965484,0.809059002995491,0.6858264409005642,0.5505479382414251,0.3074387945099943,0.33623731261322976,0.2528208303752308,0.08128564514622667,0.03138052764084591,0.03640888110749359,0.0012285844306973103,0.00046010085761887253,4.035804672639642e-05
BGC0001954,ketoacyl-synt,0.9477300047874451,0.8354691237211227,0.8580496907234192,0.8330966979265213,0.8555429995059967,0.6324223965406418,0.48987888912670313,0.5218489989638329,0.2163105344174255,0.20551064756218693,0.1061849700126416,0.006851822307618249,5.353405863295357e-06
BGC0002036,DXP_redisom_C,0.9741948068141937,0.8393599047791213,0.8785610668361187,0.6953893569450884,0.8105957128689625,0.9372313857078552,0.7123962018060638,0.41320725435884925,0.6246043039194547,0.24979590638911847,0.2333221262238226,0.031262818455796905,5.387374030831893e-05
BGC0002139,Ketoacyl-synt_C,0.9947246253490448,0.9771229028701782,0.9198559522628784,0.7293204709887504,0.807790857553482,0.6742472007870675,0.6022092416882515,0.2892739139119612,0.2041514451839248,0.27090084451929214,0.09196133667503373,0.020763081232363412,0.005096435439111957
BGC0002146,AMP-binding,0.9159317195415497,0.8772783696651458,0.6629944407023004,0.6444478711960983,0.5679873493500054,0.6545039188683092,0.44795728949143265,0.36605699435467615,0.39393031740081597,0.22320865132902695,0.15493303569429032,0.11317162292818068,0.00022862017890807885
BGC0002199,AMP-binding,0.9728699207305909,0.9855969965457916,0.9433842718601226,0.7322482973337173,0.7262711316347122,0.585486572375521,0.47801277562975886,0.4553577015220071,0.12029636082006619,0.14663927552755923,0.008222535789034202,0.030489587481713442,3.344275833896404e-05
BGC0002230,ketoacyl-synt,0.7773740217089653,0.6575533291324973,0.7163177371025086,0.7632763768546283,0.596750988997519,0.6655958473682404,0.5743500482290983,0.37990911970409796,0.16638759895868133,0.12920189257945225,0.04568195348520021,0.00015151302903149144,8.168135722463887e-07
BGC0002287,ketoacyl-synt,0.9924553215503693,0.9388971447944641,0.8799074668437242,0.7729041520506144,0.8612351775169372,0.7713137394748628,0.6825892758170085,0.45274954791283906,0.4058149999745183,0.22553935014559556,0.017710652612286014,0.08469280661540779,2.6562841116373194e-05
BGC0002395,p450,0.3180098352953792,0.2897105660289526,0.41310186489718037,0.24753908365964888,0.19185977690103756,0.1926045616652118,0.1787189930852037,0.14460425917059183,0.16591972928727045,0.08140243443631334,0.04418974977452308,0.04472601188099361,0.0014715545483340974
BGC0002437,AMP-binding,0.9827856838703155,0.9797301232814789,0.9638717651367188,0.9089570283889771,0.9067834496498108,0.8399812042713165,0.4540830435231328,0.4573118388419971,0.237977882521227,0.14729565893649124,0.006661856496066321,0.005017833533202065,0.00015729990846011788
BGC0002471,FhuF,0.9446790158748627,0.9752974271774292,0.729890882782638,0.6123446680605411,0.5866769196465611,0.6653452074155212,0.1485144177437178,0.17593886555917582,0.20036909214304616,0.34212446197263907,0.16160845772733518,0.09869100925089036,3.245011068031545e-05
BGC0002485,PatG_D,0.834597361087799,0.89947469830513,0.7949394941329956,0.729281029375079,0.7116960167884827,0.5809705403045655,0.46077790956205716,0.6794802650605561,0.15979028739273532,0.016343134113859036,0.058769888513540994,0.0732940080130362,1.3801193657414502e-05
BGC0002494,AMP-binding,0.9999472856521606,0.9731359839439392,0.9046197842806578,0.7672120504081249,0.8079759575426578,0.5947217818349599,0.6029462113840054,0.3987795358261792,0.11148063307646225,0.10267651228383116,0.10277581167839571,0.10023774760685775,0.0011096239309381418
BGC0002507,ketoacyl-synt,0.9057322204113006,0.8130045831203461,0.7857914835214614,0.6822953805327415,0.7079587891697884,0.685881980881095,0.6025163033977151,0.4102659039228456,0.1706111657935935,0.1018097430584021,0.12017750319421054,0.06468593159866318,5.48342941243396e-05
BGC0002528,AMP-binding,0.9988147020339966,0.9760631918907166,0.9197911977767944,0.8479028820991517,0.9145893156528473,0.7109573319554329,0.5514683105051518,0.346432295429986,0.37219986664663657,0.25886100436378284,0.17536163137559696,0.12004733863006152,0.00011876539567179378
BGC0002616,ketoacyl-synt,0.8531929463148117,0.6435903817415237,0.7561120629310608,0.42822955921292305,0.48482181653380396,0.31708392237778754,0.21649257619283163,0.1846760032349266,0.06687007882055696,0.05811559979047161,0.022100261431427272,0.0005380657520731802,9.128447211562141e-06
BGC0002749,Ketoacyl-synt_C,0.913922244310379,0.8031644463539124,0.5092948600649834,0.4992166176438332,0.40281289126724007,0.7113411486148834,0.13517053350806235,0.2496019474507193,0.16813310785219074,0.12013253034445641,0.008290086616580084,0.0003550845521388624,1.0501782884853039e-05
